tracker,id,x,y,z,timestamp
Filtered,36793036149F,-0.267886,1.40799,1.5,2024-05-18T02:07:57.703448Z
Raweee,36793036149F,-0.456,1.536,1.5,2024-05-18T02:07:57.703448Z
Filtered,36793036149F,-0.323033,1.376313,1.5,2024-05-18T02:07:57.949446Z
Raweee,36793036149F,-0.435,1.312,1.5,2024-05-18T02:07:57.949446Z
Filtered,36793036149F,-0.274512,1.38578,1.5,2024-05-18T02:07:58.190820Z
Raweee,36793036149F,-0.176,1.405,1.5,2024-05-18T02:07:58.190820Z
Filtered,36793036149F,-0.204713,1.425453,1.5,2024-05-18T02:07:58.436170Z
Raweee,36793036149F,-0.063,1.506,1.5,2024-05-18T02:07:58.436170Z
Filtered,36793036149F,-0.173788,1.489653,1.5,2024-05-18T02:07:58.678499Z
Raweee,36793036149F,-0.111,1.62,1.5,2024-05-18T02:07:58.678499Z
Filtered,36793036149F,-0.156038,1.672918,1.5,2024-05-18T02:07:58.967419Z
Raweee,36793036149F,-0.12,2.045,1.5,2024-05-18T02:07:58.967419Z
Filtered,36793036149F,-0.070555,1.871605,1.5,2024-05-18T02:07:59.216886Z
Raweee,36793036149F,0.103,2.275,1.5,2024-05-18T02:07:59.216886Z
Filtered,36793036149F,0.031598,2.061155,1.5,2024-05-18T02:07:59.461973Z
Raweee,36793036149F,0.239,2.446,1.5,2024-05-18T02:07:59.461973Z
Filtered,36793036149F,-0.004239,2.197064,1.5,2024-05-18T02:07:59.706312Z
Raweee,36793036149F,-0.077,2.473,1.5,2024-05-18T02:07:59.706312Z
Filtered,36793036149F,-0.07676,2.266343,1.5,2024-05-18T02:07:59.954864Z
Raweee,36793036149F,-0.224,2.407,1.5,2024-05-18T02:07:59.954864Z
Filtered,36793036149F,-0.185409,2.29263,1.5,2024-05-18T02:08:00.238524Z
Raweee,36793036149F,-0.406,2.346,1.5,2024-05-18T02:08:00.238524Z
Filtered,36793036149F,-0.322884,2.319482,1.5,2024-05-18T02:08:00.485686Z
Raweee,36793036149F,-0.602,2.374,1.5,2024-05-18T02:08:00.485686Z
Filtered,36793036149F,-0.479673,2.346713,1.5,2024-05-18T02:08:00.741643Z
Raweee,36793036149F,-0.176,2.765,1.5,2024-05-18T02:08:00.741643Z
Filtered,36793036149F,-0.649401,2.374198,1.5,2024-05-18T02:08:00.978474Z
Raweee,36793036149F,0.072,3.077,1.5,2024-05-18T02:08:00.978474Z
Filtered,36793036149F,-0.827798,2.401852,1.5,2024-05-18T02:08:01.226961Z
Raweee,36793036149F,0.266,3.293,1.5,2024-05-18T02:08:01.226961Z
Filtered,36793036149F,-0.402825,2.743451,1.5,2024-05-18T02:08:01.525149Z
Raweee,36793036149F,0.46,3.437,1.5,2024-05-18T02:08:01.525149Z
Filtered,36793036149F,-0.075853,3.004662,1.5,2024-05-18T02:08:01.774433Z
Raweee,36793036149F,0.588,3.535,1.5,2024-05-18T02:08:01.774433Z
