tracker,id,x,y,z,timestamp
Raweee,36793036149F,3.763,2.059,1.5,2024-05-18T02:10:48.918202Z
Filtered,36793036149F,3.730862,2.115314,1.5,2024-05-18T02:10:49.175685Z
Raweee,36793036149F,3.784,1.976,1.5,2024-05-18T02:10:49.175685Z
Filtered,36793036149F,3.750378,2.06307,1.5,2024-05-18T02:10:49.429515Z
Raweee,36793036149F,3.79,1.957,1.5,2024-05-18T02:10:49.429515Z
Filtered,36793036149F,3.738043,2.039947,1.5,2024-05-18T02:10:49.676364Z
Raweee,36793036149F,3.713,1.993,1.5,2024-05-18T02:10:49.676364Z
Filtered,36793036149F,3.703709,2.019175,1.5,2024-05-18T02:10:49.932990Z
Raweee,36793036149F,3.634,1.977,1.5,2024-05-18T02:10:49.932990Z
Filtered,36793036149F,3.705785,1.994037,1.5,2024-05-18T02:10:50.219151Z
Raweee,36793036149F,3.71,1.943,1.5,2024-05-18T02:10:50.219151Z
Filtered,36793036149F,3.713776,1.976205,1.5,2024-05-18T02:10:50.462161Z
Raweee,36793036149F,3.73,1.94,1.5,2024-05-18T02:10:50.462161Z
Filtered,36793036149F,3.71781,1.974157,1.5,2024-05-18T02:10:50.703213Z
Raweee,36793036149F,3.726,1.97,1.5,2024-05-18T02:10:50.703213Z
Filtered,36793036149F,3.671343,2.037795,1.5,2024-05-18T02:10:50.947704Z
Raweee,36793036149F,3.577,2.167,1.5,2024-05-18T02:10:50.947704Z
Filtered,36793036149F,3.67618,2.051063,1.5,2024-05-18T02:10:51.196546Z
Raweee,36793036149F,3.686,2.078,1.5,2024-05-18T02:10:51.196546Z
Filtered,36793036149F,3.68569,2.067542,1.5,2024-05-18T02:10:54.558391Z
Raweee,36793036149F,3.705,2.101,1.5,2024-05-18T02:10:54.558391Z
Filtered,36793036149F,3.697013,2.066703,1.5,2024-05-18T02:10:54.845808Z
Raweee,36793036149F,3.72,2.065,1.5,2024-05-18T02:10:54.845808Z
Filtered,36793036149F,3.715488,2.040401,1.5,2024-05-18T02:10:55.093383Z
Raweee,36793036149F,3.753,1.987,1.5,2024-05-18T02:10:55.093383Z
Filtered,36793036149F,3.738757,1.997039,1.5,2024-05-18T02:10:55.337745Z
Raweee,36793036149F,3.892,1.199,1.5,2024-05-18T02:10:55.337745Z
Filtered,36793036149F,3.722007,1.835326,1.5,2024-05-18T02:10:55.582594Z
Raweee,36793036149F,3.688,1.507,1.5,2024-05-18T02:10:55.582594Z
Filtered,36793036149F,3.692965,1.786378,1.5,2024-05-18T02:10:55.862268Z
Raweee,36793036149F,3.634,1.687,1.5,2024-05-18T02:10:55.862268Z
Filtered,36793036149F,3.638856,1.752924,1.5,2024-05-18T02:10:58.745972Z
Raweee,36793036149F,3.529,1.685,1.5,2024-05-18T02:10:58.745972Z
Filtered,36793036149F,3.590724,1.710379,1.5,2024-05-18T02:10:58.986794Z
Raweee,36793036149F,3.493,1.624,1.5,2024-05-18T02:10:58.986794Z
Filtered,36793036149F,3.551215,1.670324,1.5,2024-05-18T02:10:59.223960Z
Raweee,36793036149F,3.471,1.589,1.5,2024-05-18T02:10:59.223960Z
Filtered,36793036149F,3.519794,1.646457,1.5,2024-05-18T02:10:59.508680Z
Raweee,36793036149F,3.456,1.598,1.5,2024-05-18T02:10:59.508680Z
Filtered,36793036149F,3.504682,1.623536,1.5,2024-05-18T02:10:59.761591Z
Raweee,36793036149F,3.474,1.577,1.5,2024-05-18T02:10:59.761591Z
Filtered,36793036149F,3.524587,1.636889,1.5,2024-05-18T02:11:00.009293Z
Raweee,36793036149F,3.565,1.664,1.5,2024-05-18T02:11:00.009293Z
Filtered,36793036149F,3.563663,1.704906,1.5,2024-05-18T02:11:00.258251Z
Raweee,36793036149F,3.643,1.843,1.5,2024-05-18T02:11:00.258251Z
Filtered,36793036149F,3.597434,1.834957,1.5,2024-05-18T02:11:00.505702Z
Raweee,36793036149F,3.666,2.099,1.5,2024-05-18T02:11:00.505702Z
Filtered,36793036149F,3.633591,1.941561,1.5,2024-05-18T02:11:00.793947Z
Raweee,36793036149F,3.707,2.158,1.5,2024-05-18T02:11:00.793947Z
Filtered,36793036149F,3.644616,2.038726,1.5,2024-05-18T02:11:01.037069Z
Raweee,36793036149F,3.667,2.236,1.5,2024-05-18T02:11:01.037069Z
